ref id,Predicted,Actual
57141,['Adult', 'Shopping', 'Society', 'Recreation'],['Adult']
33232,['Science', 'Business', 'Shopping', 'Recreation'],['Science']
21940,['Recreation', 'Shopping', 'Society', 'Business'],['Recreation']
13099,['Recreation', 'Business', 'Computers', 'Science'],['Recreation']
27379,['Adult', 'Recreation', 'Business', 'Health'],['Adult']
46417,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
41749,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
12973,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
47269,['Arts', 'Health', 'Society', 'Recreation'],['Arts']
44695,['Society', 'Business', 'Shopping', 'Arts'],['Society', 'Science']
43926,['Recreation', 'Arts', 'Society', 'Science'],['Recreation']
13468,['Shopping', 'Recreation', 'Sports', 'Society'],['Sports']
39586,['Arts', 'Computers', 'Shopping', 'Recreation'],['Arts']
34846,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
34566,['Recreation', 'Society', 'Business', 'Sports'],['Recreation']
42375,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
53822,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
13296,['Arts', 'Recreation', 'Society', 'Shopping'],['Arts']
23021,['Adult', 'Recreation', 'Health', 'Games'],['Adult']
7556,['Reference', 'Shopping', 'Recreation', 'Arts'],['Reference']
33113,['Science', 'Society', 'Recreation', 'Health'],['Science']
58238,['Science', 'Computers', 'Recreation', 'Shopping'],['Science']
23123,['Recreation', 'Arts', 'Society', 'Reference'],['Recreation']
51804,['Recreation', 'Computers', 'Science', 'Games'],['Computers']
30451,['Computers', 'Recreation', 'Science', 'Reference'],['Computers']
35418,['Society', 'Business', 'Arts', 'Shopping'],['Arts']
45610,['Adult', 'Recreation', 'Computers', 'Arts'],['Adult']
22753,['Sports', 'Arts', 'Business', 'Shopping'],['Sports']
44726,['Sports', 'Recreation', 'Arts', 'Health'],['Sports']
1799,['Society', 'Business', 'Arts', 'Reference'],['Reference']
39301,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
26121,['Recreation', 'Shopping', 'Computers', 'Society'],['Computers']
4134,['Shopping', 'Recreation', 'Society', 'Arts'],['Recreation']
10640,['Recreation', 'Arts', 'Business', 'Games'],['Recreation']
6090,['Society', 'Recreation', 'Sports', 'Computers'],['Recreation']
57480,['Shopping', 'Recreation', 'Business', 'Computers'],['Recreation']
54637,['Shopping', 'Recreation', 'Sports', 'Business'],['Recreation']
28795,['Arts', 'Society', 'Recreation', 'Reference'],['Arts']
6830,['Recreation', 'Sports', 'Arts', 'Business'],['Adult']
32550,['Shopping', 'Recreation', 'Society', 'Business'],['Recreation']
46691,['Science', 'Business', 'Computers', 'Shopping'],['Computers', 'Science']
4566,['Sports', 'Business', 'Recreation', 'Health'],['Sports']
12430,['Business', 'Computers', 'Science', 'Reference'],['Computers']
11417,['Computers', 'Business', 'Arts', 'Science'],['Computers']
50419,['Computers', 'Reference', 'Science', 'Arts'],['Arts']
38384,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
49924,['Adult', 'Recreation', 'Computers', 'Business'],['Adult']
4847,['Arts', 'Shopping', 'Business', 'Recreation'],['Shopping']
16341,['Recreation', 'Business', 'Science', 'Arts'],['Recreation']
9797,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
47819,['Science', 'Computers', 'Business', 'Arts'],['Computers']
10084,['Arts', 'Sports', 'Recreation', 'Shopping'],['Arts']
16520,['Computers', 'Business', 'Science', 'Reference'],['Computers']
41401,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
25766,['Arts', 'Sports', 'Recreation', 'Business'],['Arts']
1834,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
15309,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
45516,['Adult', 'Computers', 'Recreation', 'Health'],['Adult']
8348,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
48006,['Adult', 'Health', 'Recreation', 'Computers'],['Adult']
12289,['Arts', 'Sports', 'Recreation', 'Business'],['Arts']
27007,['Business', 'Recreation', 'Shopping', 'Society'],['Recreation']
58369,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
21725,['Sports', 'Arts', 'Shopping', 'Business'],['Sports']
30135,['Recreation', 'Business', 'Shopping', 'Society'],['Recreation']
11364,['Arts', 'Business', 'Health', 'Recreation'],['Arts']
14606,['Arts', 'Recreation', 'Computers', 'Reference'],['Arts']
44944,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
7108,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
14944,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
16299,['Computers', 'Business', 'Science', 'Reference'],['Computers']
47142,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
52638,['Arts', 'Business', 'Adult', 'Computers'],['Arts']
90,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
10305,['Shopping', 'Recreation', 'Computers', 'Business'],['Recreation']
30415,['Recreation', 'Business', 'Computers', 'Health'],['Recreation']
42972,['Recreation', 'Sports', 'Reference', 'Business'],['Recreation']
6787,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
5081,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
32920,['Recreation', 'Society', 'Shopping', 'Sports'],['Recreation']
42220,['Recreation', 'Business', 'Arts', 'Science'],['Recreation', 'Sports']
1957,['Arts', 'Computers', 'Recreation', 'Sports'],['Arts']
9288,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
21651,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
10041,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
33049,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
21744,['Arts', 'Society', 'Recreation', 'Computers'],['Arts']
4464,['Sports', 'Business', 'Society', 'Science'],['Sports']
48126,['Sports', 'Arts', 'Business', 'Shopping'],['Sports']
37552,['Arts', 'Computers', 'Shopping', 'Science'],['Arts']
157,['Arts', 'Shopping', 'Business', 'Computers'],['Arts']
5744,['Arts', 'Computers', 'Reference', 'Business'],['Arts']
23404,['Recreation', 'Shopping', 'Society', 'Sports'],['Recreation']
33940,['Society', 'Recreation', 'Sports', 'Shopping'],['Recreation']
11356,['Recreation', 'Arts', 'Reference', 'Business'],['Recreation']
1580,['Shopping', 'Recreation', 'Arts', 'Sports'],['Recreation']
13266,['Business', 'Shopping', 'Science', 'Arts'],['Arts']
26445,['Arts', 'Games', 'Computers', 'Recreation'],['Arts']
4098,['Recreation', 'Computers', 'Business', 'Health'],['Recreation']
57583,['Recreation', 'Business', 'Arts', 'Computers'],['Computers']
8258,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
7542,['Recreation', 'Reference', 'Science', 'Health'],['Recreation']
35982,['Recreation', 'Computers', 'Business', 'Games'],['Recreation']
2513,['Recreation', 'Health', 'Society', 'Science'],['Recreation']
47817,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
31354,['Arts', 'Recreation', 'Sports', 'Business'],['Arts']
19363,['Computers', 'Business', 'Recreation', 'Arts'],['Recreation']
17323,['Recreation', 'Games', 'Sports', 'Shopping'],['Recreation']
36541,['Reference', 'Arts', 'Shopping', 'Science'],['Arts']
41046,['Recreation', 'Sports', 'Shopping', 'Reference'],['Recreation']
6565,['Arts', 'Adult', 'Sports', 'Recreation'],['Arts']
31499,['Computers', 'Business', 'Reference', 'Science'],['Computers']
407,['Shopping', 'Business', 'Computers', 'Adult'],['Shopping']
57492,['Business', 'Computers', 'Reference', 'Recreation'],['Computers']
9514,['Recreation', 'Computers', 'Games', 'Reference'],['Recreation']
10911,['Recreation', 'Business', 'Games', 'Arts'],['Recreation']
24908,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation']
47079,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
40632,['Computers', 'Business', 'Reference', 'Science'],['Computers']
51992,['Recreation', 'Computers', 'Business', 'Reference'],['Recreation']
40331,['Shopping', 'Computers', 'Business', 'Recreation'],['Recreation']
1147,['Business', 'Shopping', 'Sports', 'Computers'],['Recreation']
41325,['Recreation', 'Society', 'Science', 'Business'],['Recreation']
40113,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
15058,['Arts', 'Computers', 'Recreation', 'Business'],['Arts']
22438,['Recreation', 'Business', 'Arts', 'Games'],['Recreation']
1667,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation', 'Sports']
13977,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
17501,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
28769,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
14903,['Shopping', 'Sports', 'Recreation', 'Society'],['Recreation']
22962,['Computers', 'Arts', 'Business', 'Shopping'],['Arts']
32544,['Recreation', 'Society', 'Science', 'Sports'],['Recreation']
33326,['Recreation', 'Sports', 'Arts', 'Society'],['Recreation']
22143,['Recreation', 'Sports', 'Business', 'Computers'],['Recreation']
15470,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
43157,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
27503,['Shopping', 'Society', 'Health', 'Business'],['Shopping']
6010,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
50807,['Shopping', 'Arts', 'Business', 'Society'],['Shopping']
40420,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
48018,['Arts', 'Shopping', 'Sports', 'Computers'],['Recreation']
44583,['Recreation', 'Sports', 'Business', 'Games'],['Recreation']
52097,['Sports', 'Business', 'Society', 'Arts'],['Sports']
9010,['Business', 'Shopping', 'Society', 'Recreation'],['Recreation']
38519,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
46834,['Recreation', 'Sports', 'Shopping', 'Society'],['Recreation']
29450,['Recreation', 'Society', 'Computers', 'Science'],['Recreation']
27190,['Recreation', 'Arts', 'Shopping', 'Business'],['Recreation']
34411,['Society', 'Shopping', 'Computers', 'Business'],['Arts']
14773,['Shopping', 'Recreation', 'Computers', 'Sports'],['Recreation']
32685,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
38377,['Shopping', 'Recreation', 'Business', 'Society'],['Recreation']
52459,['Arts', 'Business', 'Shopping', 'Society'],['Arts']
49234,['Recreation', 'Health', 'Shopping', 'Business'],['Recreation']
41670,['Arts', 'Recreation', 'Reference', 'Science'],['Arts']
2242,['Shopping', 'Recreation', 'Business', 'Science'],['Shopping']
10613,['Computers', 'Science', 'Arts', 'Reference'],['Computers']
10435,['Computers', 'Recreation', 'Business', 'Arts'],['Arts']
45253,['Sports', 'Games', 'Recreation', 'Shopping'],['Recreation']
39965,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
41822,['Arts', 'Recreation', 'Business', 'Society'],['Arts']
22270,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
58533,['Recreation', 'Business', 'Computers', 'Society'],['Recreation']
28960,['Sports', 'Society', 'Recreation', 'Shopping'],['Recreation']
57555,['Business', 'Computers', 'Shopping', 'Recreation'],['Recreation']
42430,['Science', 'Business', 'Reference', 'Recreation'],['Computers']
48554,['Business', 'Computers', 'Shopping', 'Society'],['Business']
11108,['Business', 'Recreation', 'Society', 'Computers'],['Recreation']
2530,['Recreation', 'Arts', 'Business', 'Reference'],['Arts']
3191,['Computers', 'Reference', 'Society', 'Business'],['Computers']
10101,['Recreation', 'Business', 'Health', 'Society'],['Recreation']
3325,['Business', 'Computers', 'Shopping', 'Society'],['Business']
42844,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
6159,['Business', 'Computers', 'Shopping', 'Arts'],['Business']
42871,['Shopping', 'Recreation', 'Business', 'Arts'],['Arts']
8302,['Arts', 'Recreation', 'Reference', 'Business'],['Arts']
257,['Shopping', 'Recreation', 'Business', 'Science'],['Shopping']
37720,['Computers', 'Science', 'Arts', 'Reference'],['Computers']
35619,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
33771,['Sports', 'Shopping', 'Recreation', 'Society'],['Shopping']
45064,['Business', 'Computers', 'Shopping', 'Society'],['Recreation']
39195,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
52429,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
45078,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
15644,['Recreation', 'Business', 'Computers', 'Society'],['Recreation']
6269,['Computers', 'Science', 'Reference', 'Business'],['Computers']
46569,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
49605,['Recreation', 'Computers', 'Arts', 'Adult'],['Recreation']
2576,['Recreation', 'Business', 'Arts', 'Society'],['Recreation']
9604,['Computers', 'Science', 'Reference', 'Arts'],['Computers']
7507,['Sports', 'Business', 'Shopping', 'Recreation'],['Recreation']
16971,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
53116,['Sports', 'Games', 'Recreation', 'Shopping'],['Sports']
11268,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
28286,['Business', 'Computers', 'Society', 'Shopping'],['Business']
40612,['Computers', 'Science', 'Arts', 'Recreation'],['Computers']
3353,['Computers', 'Arts', 'Business', 'Recreation'],['Arts']
3455,['Recreation', 'Arts', 'Computers', 'Business'],['Recreation']
53372,['Health', 'Sports', 'Society', 'Recreation'],['Recreation']
28250,['Recreation', 'Business', 'Games', 'Computers'],['Recreation']
53835,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
11410,['Business', 'Shopping', 'Recreation', 'Sports'],['Recreation']
11133,['Society', 'Computers', 'Shopping', 'Recreation'],['Recreation']
43698,['Science', 'Computers', 'Reference', 'Business'],['Computers']
24304,['Sports', 'Shopping', 'Society', 'Games'],['Sports']
50802,['Society', 'Arts', 'Computers', 'Shopping'],['Recreation']
48782,['Arts', 'Society', 'Recreation', 'Business'],['Arts']
16085,['Computers', 'Society', 'Reference', 'Arts'],['Computers']
54848,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
32512,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
31185,['Society', 'Business', 'Shopping', 'Recreation'],['Business']
25076,['Computers', 'Shopping', 'Arts', 'Society'],['Recreation']
3461,['Recreation', 'Business', 'Sports', 'Shopping'],['Recreation']
54944,['Sports', 'Games', 'Shopping', 'Society'],['Sports']
44957,['Arts', 'Recreation', 'Business', 'Reference'],['Arts']
1918,['Recreation', 'Arts', 'Reference', 'Business'],['Arts']
48686,['Arts', 'Recreation', 'Science', 'Reference'],['Recreation']
7904,['Arts', 'Reference', 'Science', 'Computers'],['Arts']
5801,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
58353,['Recreation', 'Society', 'Shopping', 'Sports'],['Recreation']
33716,['Recreation', 'Shopping', 'Sports', 'Business'],['Recreation']
43040,['Shopping', 'Recreation', 'Business', 'Society'],['Recreation']
36889,['Business', 'Computers', 'Health', 'Games'],['Computers']
16604,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
51818,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
26268,['Recreation', 'Reference', 'Science', 'Business'],['Recreation']
57363,['Society', 'Shopping', 'Computers', 'Recreation'],['Recreation']
3661,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
25283,['Arts', 'Recreation', 'Reference', 'Computers'],['Arts']
21866,['Sports', 'Arts', 'Computers', 'Society'],['Recreation']
39347,['Recreation', 'Business', 'Computers', 'Science'],['Recreation']
2890,['Arts', 'Recreation', 'Business', 'Games'],['Arts']
49244,['Arts', 'Recreation', 'Reference', 'Games'],['Arts']
20193,['Business', 'Shopping', 'Sports', 'Recreation'],['Business']
11220,['Arts', 'Recreation', 'Business', 'Reference'],['Arts']
58048,['Recreation', 'Business', 'Sports', 'Reference'],['Recreation']
20661,['Arts', 'Recreation', 'Reference', 'Adult'],['Arts']
52375,['Recreation', 'Business', 'Computers', 'Reference'],['Recreation']
4295,['Business', 'Recreation', 'Health', 'Computers'],['Recreation']
9593,['Shopping', 'Society', 'Recreation', 'Computers'],['Shopping']
48478,['Business', 'Shopping', 'Society', 'Recreation'],['Science', 'Business']
22912,['Sports', 'Computers', 'Recreation', 'Society'],['Sports']
24782,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
10670,['Shopping', 'Recreation', 'Science', 'Business'],['Recreation']
54448,['Computers', 'Business', 'Science', 'Health'],['Computers']
46117,['Sports', 'Recreation', 'Business', 'Games'],['Sports']
3549,['Arts', 'Recreation', 'Shopping', 'Business'],['Arts']
1691,['Business', 'Computers', 'Shopping', 'Recreation'],['Computers']
51418,['Shopping', 'Recreation', 'Sports', 'Society'],['Recreation']
17187,['Business', 'Computers', 'Recreation', 'Health'],['Computers']
11054,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
6177,['Recreation', 'Sports', 'Shopping', 'Society'],['Recreation']
15538,['Business', 'Computers', 'Health', 'Recreation'],['Computers']
19506,['Recreation', 'Shopping', 'Business', 'Sports'],['Recreation']
14869,['Recreation', 'Business', 'Sports', 'Science'],['Recreation']
34951,['Recreation', 'Health', 'Business', 'Computers'],['Recreation']
22816,['Shopping', 'Recreation', 'Business', 'Society'],['Business']
38655,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
37906,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
29446,['Recreation', 'Shopping', 'Society', 'Sports'],['Recreation']
37977,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
