ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Recreation', 'Sports'],['Shopping']
44286,['Arts', 'News', 'Society', 'Business'],['News']
10165,['Business', 'Computers', 'Shopping', 'Home'],['Business']
44289,['Arts', 'Sports', 'Society', 'News'],['News']
10172,['Business', 'Home', 'Reference', 'Society'],['Business']
10176,['Computers', 'Business', 'Home', 'Recreation'],['Business']
10178,['Business', 'Arts', 'Recreation', 'Home'],['Business']
10180,['News', 'Business', 'Arts', 'Computers'],['Business']
10181,['Business', 'Computers', 'Home', 'Arts'],['Business']
44303,['News', 'Sports', 'Business', 'Recreation'],['News', 'Sports']
10183,['Business', 'Computers', 'Health', 'Recreation'],['Business']
10184,['Business', 'Computers', 'Health', 'News'],['Business']
44308,['Society', 'Health', 'Arts', 'Home'],['News']
10190,['Business', 'Home', 'Recreation', 'Arts'],['Business']
10195,['Business', 'Society', 'Arts', 'News'],['Business']
44322,['Business', 'Recreation', 'Society', 'Sports'],['Recreation']
10200,['Business', 'Shopping', 'Computers', 'Reference'],['Business']
10216,['Reference', 'Business', 'Recreation', 'Arts'],['Business']
44341,['Business', 'Home', 'News', 'Science'],['Recreation']
44344,['Recreation', 'Reference', 'Business', 'Shopping'],['Recreation']
44348,['Recreation', 'Business', 'Shopping', 'Computers'],['Recreation']
10229,['Business', 'Reference', 'Computers', 'Health'],['Business']
10230,['Business', 'Computers', 'Home', 'Recreation'],['Business']
10233,['Reference', 'Computers', 'News', 'Business'],['Business']
10234,['Business', 'Computers', 'Recreation', 'Society'],['Business']
10237,['Business', 'Arts', 'News', 'Computers'],['Business']
44362,['Business', 'Science', 'Shopping', 'Home'],['Recreation']
10253,['Business', 'Reference', 'Arts', 'Computers'],['Business']
44378,['Recreation', 'Arts', 'Sports', 'Business'],['Recreation']
44380,['Shopping', 'Arts', 'Business', 'News'],['Recreation']
10258,['Shopping', 'Business', 'Computers', 'Recreation'],['Business']
10263,['Business', 'Computers', 'Science', 'News'],['Business']
10270,['Recreation', 'Computers', 'Arts', 'Science'],['Business', 'Recreation']
10272,['Computers', 'Business', 'Science', 'Recreation'],['Business']
44404,['Business', 'Recreation', 'Shopping', 'Society'],['Recreation']
10283,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
44406,['Society', 'Business', 'Arts', 'Computers'],['Recreation']
10288,['Business', 'News', 'Society', 'Computers'],['Business']
44411,['Arts', 'Home', 'Business', 'Shopping'],['Recreation']
10296,['Business', 'Science', 'Recreation', 'Computers'],['Reference', 'Business']
44423,['Reference', 'Arts', 'Computers', 'Business'],['Reference']
10305,['Computers', 'Business', 'Arts', 'Science'],['Business']
44429,['Arts', 'Reference', 'News', 'Business'],['Reference']
10311,['News', 'Business', 'Recreation', 'Computers'],['Business']
10315,['Computers', 'Business', 'Science', 'Society'],['Business']
10322,['Business', 'Computers', 'Shopping', 'Society'],['Business']
10324,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
44448,['Reference', 'Computers', 'Business', 'Society'],['Reference']
10328,['Computers', 'Business', 'Adult', 'Reference'],['Business']
10337,['Business', 'Computers', 'Science', 'Shopping'],['Business']
10342,['Business', 'Health', 'Society', 'Computers'],['Business']
44489,['Business', 'Recreation', 'Shopping', 'Computers'],['Society']
10351,['Business', 'Computers', 'Science', 'Recreation'],['Business']
10355,['Computers', 'Recreation', 'Business', 'Arts'],['Business']
44528,['Society', 'Science', 'Recreation', 'Reference'],['Science']
10359,['Society', 'Computers', 'Business', 'News'],['Business']
10364,['Science', 'Business', 'Computers', 'Home'],['Business']
44535,['Society', 'Shopping', 'Health', 'Arts'],['Science']
10366,['Business', 'Computers', 'Science', 'Reference'],['Business']
10378,['Arts', 'Business', 'Health', 'Recreation'],['Business']
10381,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
44552,['Science', 'Health', 'Home', 'Business'],['Science']
10383,['Science', 'Business', 'Computers', 'Recreation'],['Business']
10387,['Arts', 'Recreation', 'Society', 'Business'],['Business', 'Recreation']
10391,['Arts', 'Recreation', 'Business', 'Computers'],['Business']
10397,['Business', 'Recreation', 'Games', 'Arts'],['Business']
44570,['Science', 'Society', 'Business', 'Health'],['Science']
44573,['Science', 'Computers', 'Business', 'Shopping'],['Science']
10412,['Shopping', 'Arts', 'Business', 'Recreation'],['Business']
44597,['Arts', 'Computers', 'Business', 'Games'],['Science']
10429,['Business', 'Recreation', 'Computers', 'Science'],['Business']
10432,['Business', 'Computers', 'Recreation', 'Society'],['Business']
10438,['Business', 'Recreation', 'News', 'Arts'],['Business']
10443,['Business', 'Recreation', 'Science', 'Computers'],['Business']
44619,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
44622,['Shopping', 'Arts', 'Business', 'Science'],['Shopping']
44626,['Shopping', 'Business', 'Society', 'Home'],['Shopping']
44634,['Arts', 'Shopping', 'News', 'Business'],['Shopping']
10469,['Recreation', 'Business', 'Arts', 'Society'],['Business']
44660,['Shopping', 'Computers', 'Arts', 'Business'],['Shopping']
10492,['Health', 'Business', 'Society', 'Reference'],['Business']
44663,['Business', 'Computers', 'Society', 'Shopping'],['Shopping']
44665,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
10500,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
10502,['Science', 'Recreation', 'Reference', 'Business'],['Science', 'Business']
10507,['Business', 'Recreation', 'Reference', 'Computers'],['Business']
10508,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
44682,['Society', 'Business', 'Computers', 'Arts'],['Society']
44685,['Business', 'Recreation', 'Society', 'Shopping'],['Society']
10522,['Business', 'Recreation', 'Arts', 'News'],['Business']
10528,['Recreation', 'Society', 'Business', 'Reference'],['Business']
10531,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
10534,['Shopping', 'Business', 'Society', 'Computers'],['Business']
10537,['Business', 'Reference', 'Computers', 'Recreation'],['Business']
10549,['Recreation', 'Business', 'Arts', 'Health'],['Business']
44725,['Society', 'News', 'Business', 'Shopping'],['Society']
10561,['Recreation', 'Business', 'Reference', 'Arts'],['Business']
10566,['Business', 'Shopping', 'Recreation', 'Reference'],['Business']
10568,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
10569,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
44740,['Society', 'Business', 'Science', 'News'],['Society']
10571,['Shopping', 'Business', 'Recreation', 'Home'],['Business']
10572,['Shopping', 'Business', 'Recreation', 'Home'],['Business', 'Shopping']
44742,['Society', 'Arts', 'News', 'Computers'],['Society']
10574,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
44743,['Society', 'Business', 'Computers', 'Shopping'],['Society']
44747,['Sports', 'Society', 'Arts', 'Home'],['Society']
44750,['Society', 'Science', 'Business', 'Health'],['Society']
44751,['Society', 'Business', 'Arts', 'Computers'],['Society']
10588,['Adult', 'Shopping', 'Business', 'Recreation'],['Business']
10594,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
10612,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
44791,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
10625,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
10631,['Shopping', 'Business', 'Computers', 'Recreation'],['Business']
44801,['Sports', 'Business', 'Arts', 'Shopping'],['Sports']
44810,['Sports', 'Arts', 'Business', 'Recreation'],['Sports']
10645,['Recreation', 'Computers', 'Business', 'Arts'],['Computers']
10659,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
44835,['Sports', 'Arts', 'Computers', 'Business'],['Sports']
44837,['Sports', 'Recreation', 'Arts', 'Games'],['Sports']
44838,['Sports', 'Business', 'News', 'Recreation'],['Sports']
44842,['Sports', 'Health', 'News', 'Arts'],['Sports']
10678,['Computers', 'Recreation', 'Arts', 'Games'],['Computers']
44850,['Adult', 'Shopping', 'Arts', 'Business'],['Adult']
10684,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
10692,['Computers', 'Science', 'Business', 'Society'],['Computers']
10693,['Recreation', 'Science', 'Computers', 'Reference'],['Computers']
44863,['Adult', 'Society', 'Business', 'Shopping'],['Adult']
44866,['Recreation', 'Society', 'Computers', 'Arts'],['Adult']
10699,['Computers', 'Recreation', 'Arts', 'Games'],['Computers']
44891,['Adult', 'Society', 'Business', 'Computers'],['Adult']
10730,['Computers', 'Science', 'Business', 'Reference'],['Computers']
44900,['Shopping', 'Sports', 'Business', 'Recreation'],['Adult']
44901,['Society', 'Arts', 'Science', 'Business'],['Adult']
44902,['Recreation', 'Shopping', 'Business', 'Computers'],['Adult']
10736,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
10741,['Computers', 'Business', 'Science', 'Reference'],['Computers']
10745,['Computers', 'Business', 'Recreation', 'Reference'],['Computers']
44920,['Adult', 'Business', 'Shopping', 'Society'],['Adult']
44926,['Adult', 'Shopping', 'Computers', 'Recreation'],['Adult']
10756,['Computers', 'Science', 'Reference', 'Business'],['Computers']
10760,['Computers', 'Games', 'Business', 'Reference'],['Computers']
44934,['Adult', 'Business', 'Shopping', 'Arts'],['Adult']
10770,['Computers', 'Reference', 'Science', 'Business'],['Computers']
44941,['Recreation', 'Business', 'Shopping', 'Computers'],['Adult']
10773,['Science', 'Reference', 'Computers', 'Recreation'],['Computers']
10776,['Business', 'Computers', 'Science', 'Health'],['Computers']
44949,['Adult', 'Business', 'Society', 'Recreation'],['Adult']
44950,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
10784,['Recreation', 'Business', 'Arts', 'Computers'],['Computers']
44957,['Adult', 'Shopping', 'Business', 'Science'],['Adult']
10791,['Computers', 'Health', 'Recreation', 'Business'],['Computers']
44963,['Adult', 'Shopping', 'Health', 'Arts'],['Adult']
10801,['Games', 'Computers', 'Recreation', 'Science'],['Computers']
44973,['Adult', 'Society', 'Recreation', 'Sports'],['Adult']
44977,['Adult', 'Shopping', 'Sports', 'Business'],['Adult']
10809,['Computers', 'Arts', 'Science', 'Business'],['Computers']
44981,['Adult', 'Computers', 'Shopping', 'Home'],['Adult']
10819,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
10822,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
10823,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
44994,['Adult', 'Shopping', 'Business', 'Arts'],['Adult']
45004,['Computers', 'Business', 'Reference', 'Science'],['Adult']
10837,['Computers', 'Recreation', 'Arts', 'Business'],['Computers']
10838,['Computers', 'Science', 'Reference', 'Games'],['Computers']
45009,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
10843,['Games', 'Computers', 'Science', 'Recreation'],['Computers']
10856,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
10862,['Computers', 'Business', 'Shopping', 'Recreation'],['Computers']
45037,['Shopping', 'Computers', 'Business', 'Sports'],['Adult']
10871,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
45046,['Adult', 'Computers', 'Society', 'Shopping'],['Adult']
10891,['Shopping', 'Business', 'Arts', 'Recreation'],['Computers']
45062,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
45064,['Adult', 'Arts', 'Computers', 'Recreation'],['Adult']
45067,['Adult', 'Shopping', 'Business', 'Computers'],['Adult']
10902,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
45084,['Recreation', 'Sports', 'Adult', 'Society'],['Adult']
45090,['Adult', 'Shopping', 'Business', 'Home'],['Adult']
10920,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
10921,['Computers', 'Recreation', 'Business', 'Reference'],['Computers']
45097,['Adult', 'Arts', 'Recreation', 'Shopping'],['Adult']
45101,['Adult', 'Society', 'Shopping', 'Recreation'],['Adult']
45105,['Adult', 'Business', 'Shopping', 'Computers'],['Adult']
45106,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
10939,['Computers', 'Business', 'Science', 'Arts'],['Computers']
45111,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
45112,['Adult', 'Recreation', 'Shopping', 'Sports'],['Adult']
10942,['Business', 'Computers', 'Science', 'Reference'],['Computers']
45120,['Society', 'Recreation', 'Computers', 'Adult'],['Adult']
10953,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
45127,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
45137,['Adult', 'Recreation', 'Business', 'Shopping'],['Adult']
10968,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
45143,['Society', 'Arts', 'Recreation', 'Business'],['Adult']
10971,['Science', 'Computers', 'Business', 'Recreation'],['Computers']
10972,['Business', 'Computers', 'Reference', 'Science'],['Computers']
10975,['Business', 'Computers', 'Arts', 'Home'],['Computers']
45150,['Computers', 'Arts', 'Sports', 'Shopping'],['Adult']
45151,['Adult', 'Society', 'Shopping', 'Recreation'],['Adult']
10980,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
45154,['Computers', 'Recreation', 'Adult', 'Business'],['Adult']
45155,['Business', 'Computers', 'Adult', 'Shopping'],['Adult']
10986,['Business', 'Computers', 'Science', 'Reference'],['Computers']
10988,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
45165,['Adult', 'Business', 'Recreation', 'Shopping'],['Adult']
45168,['Shopping', 'Arts', 'Society', 'Business'],['Adult']
11001,['Health', 'Adult', 'Recreation', 'Arts'],['Computers']
11009,['Computers', 'Science', 'Business', 'Arts'],['Computers']
11013,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
45198,['Adult', 'Shopping', 'Society', 'Arts'],['Adult']
45202,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
11028,['Recreation', 'Games', 'Home', 'Computers'],['Computers']
11031,['Computers', 'Business', 'Science', 'Health'],['Computers']
45209,['Arts', 'Recreation', 'Sports', 'Adult'],['Adult']
45212,['Adult', 'Arts', 'Shopping', 'Recreation'],['Adult']
45213,['Adult', 'Business', 'Shopping', 'Recreation'],['Adult']
45215,['Adult', 'Business', 'Shopping', 'Computers'],['Adult']
11042,['Computers', 'Business', 'Arts', 'Reference'],['Computers']
45224,['Adult', 'Society', 'Shopping', 'Recreation'],['Adult']
11049,['Computers', 'Business', 'Science', 'Society'],['Computers']
45229,['Adult', 'Shopping', 'Business', 'Recreation'],['Adult']
11054,['Computers', 'Business', 'Reference', 'Home'],['Computers']
45231,['Adult', 'Sports', 'Recreation', 'Games'],['Adult']
45232,['Business', 'Shopping', 'Recreation', 'Adult'],['Adult']
45234,['Health', 'Shopping', 'Business', 'Sports'],['Adult']
45257,['Shopping', 'Adult', 'Business', 'Computers'],['Adult']
11084,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
11090,['Business', 'Computers', 'Home', 'Science'],['Computers']
45271,['Shopping', 'Business', 'Recreation', 'Adult'],['Adult']
45273,['Society', 'Recreation', 'Games', 'Business'],['Adult']
45274,['Sports', 'Recreation', 'Business', 'Shopping'],['Adult']
11096,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
45275,['Adult', 'Arts', 'Shopping', 'Recreation'],['Adult']
11100,['Business', 'Computers', 'Science', 'Home'],['Computers']
45280,['Adult', 'Arts', 'Recreation', 'Business'],['Adult']
45290,['Adult', 'Society', 'Shopping', 'Recreation'],['Adult']
11116,['Business', 'Computers', 'Recreation', 'Health'],['Computers']
45300,['Adult', 'Shopping', 'Arts', 'Recreation'],['Adult']
11122,['Computers', 'Business', 'Science', 'Games'],['Computers']
45307,['Arts', 'Business', 'Sports', 'Society'],['Adult']
11131,['Computers', 'Reference', 'Business', 'Science'],['Computers']
45315,['Adult', 'Society', 'Computers', 'Recreation'],['Adult']
11139,['Computers', 'Reference', 'Business', 'Recreation'],['Computers']
11142,['Computers', 'Science', 'Arts', 'Reference'],['Computers']
11144,['Computers', 'Arts', 'Business', 'Science'],['Computers']
11150,['Computers', 'Arts', 'Science', 'Business'],['Computers']
11157,['Computers', 'Reference', 'Business', 'Health'],['Computers']
45338,['Shopping', 'Business', 'Computers', 'Recreation'],['Adult']
